employment_type,required_experience,required_education,company_profile_length,description_length,requirements_length,benefits_length,industry_SWOE,function_SWOE,from_US,money_in_title,mentions_salary,telecommuting,has_company_logo,has_questions,has_email,has_phone,has_url,has_fraud_bigram,has_legit_bigram,fraudulent
Part-time,Entry level,High School or equivalent,88,131,91,0,-3.056588271,-1.458699604,1,0,0,0,1,0,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,167,10,5,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,275,181,0,0,-7.492904484,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,60,692,0,0,-3.028126795,-3.550086188,1,0,0,0,1,0,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,55,161,89,20,-3.972869919,-4.403047312,1,0,1,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,230,139,118,0,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,108,208,58,70,-2.823138472,-2.391780105,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,211,54,132,0,-3.972869919,-3.981639589,0,0,0,0,1,0,1,0,0,0,1,0
Unspecified,Unspecified,Unspecified,186,616,2,3,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,1,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,116,184,134,30,-4.308790063,-3.549243538,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Unspecified,136,164,10,10,-2.856609018,-3.549243538,0,0,1,0,1,1,0,0,0,0,1,0
Part-time,Unspecified,Unspecified,108,191,141,0,-4.209827054,-2.391780105,0,0,0,0,1,0,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,87,243,70,126,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,392,183,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,136,248,81,57,-3.959154557,-5.775604967,1,0,0,0,1,1,0,0,1,1,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Part-time,Entry level,High School or equivalent,74,34,67,0,-9.996358046,-2.806386024,1,0,1,0,1,1,0,0,0,1,0,0
Part-time,Entry level,High School or equivalent,88,121,101,0,-4.095068015,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,34,64,205,0,-5.60491141,-7.917538129,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Director,Master's Degree,50,167,278,56,-5.60491141,-2.391780105,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,38,238,135,30,-3.437567297,-4.708274573,1,0,0,1,1,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,Unspecified,0,12,0,0,-9.996358046,-2.391780105,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,102,119,243,0,-2.856609018,-4.282798225,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,158,182,107,0,-3.972869919,-7.789313116,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,176,203,53,26,-9.996358046,-3.549243538,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,91,253,18,46,-9.996358046,-4.708274573,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Director,Bachelor's Degree,0,203,223,4,-2.169675367,-2.970504436,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,196,449,250,47,-5.60491141,-2.391780105,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,23,627,368,30,-3.972869919,-3.981639589,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Not Applicable,Unspecified,0,339,152,0,-3.056588271,-2.351014509,1,0,0,0,0,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,114,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,373,280,89,105,-2.856609018,-4.403047312,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,67,1159,0,0,-3.291500398,-2.806386024,1,0,0,1,0,0,0,0,0,1,1,0
Full-time,Director,Unspecified,49,28,59,49,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,90,355,181,107,-5.60491141,-3.549243538,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,116,109,95,117,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,83,223,109,49,-3.992018165,-3.943048543,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,0,125,58,8,-2.169675367,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Unspecified,317,177,0,0,-3.972869919,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,110,459,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,104,97,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Associate,High School or equivalent,82,17,30,48,-0.977660261,-2.216166691,1,0,0,1,1,1,0,0,0,0,1,0
Full-time,Not Applicable,High School or equivalent,0,88,0,0,-2.856609018,-4.403047312,1,0,1,0,0,0,0,0,0,0,0,0
Part-time,Entry level,High School or equivalent,88,158,91,0,-3.815002963,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Unspecified,Unspecified,116,342,184,99,-4.308790063,-2.898919407,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,231,149,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Associate,Bachelor's Degree,17,126,16,0,-2.834459249,-3.080366137,1,0,1,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,131,136,315,93,-0.495323056,-2.216166691,1,0,1,0,1,1,1,1,0,1,1,1
Full-time,Associate,Bachelor's Degree,102,374,151,0,-5.60491141,-2.391780105,0,0,0,0,1,1,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,92,198,96,37,-9.996358046,-2.391780105,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,0,123,0,0,-4.095068015,-3.549243538,1,0,0,0,0,1,0,0,0,0,0,0
Part-time,Associate,Associate Degree,187,106,115,31,-4.96652019,-2.898919407,1,0,1,0,1,0,0,0,1,1,1,0
Full-time,Associate,High School or equivalent,88,209,96,0,-3.056588271,-3.943048543,1,0,0,0,1,0,0,0,0,1,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Not Applicable,High School or equivalent,136,105,12,2,-3.883577873,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,87,611,0,0,-2.856609018,-4.403047312,0,0,1,0,1,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,25,434,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,85,88,21,31,-2.823138472,-2.391780105,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Entry level,Unspecified,114,179,70,32,-2.169675367,-5.775604967,0,0,0,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,39,71,87,200,-4.567343235,-2.970504436,0,0,1,0,1,0,0,0,0,1,0,0
Full-time,Entry level,Unspecified,156,322,134,21,-5.60491141,-7.772064107,1,0,1,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,275,317,203,0,-7.492904484,-4.382942415,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Not Applicable,Bachelor's Degree,95,153,134,104,-4.095068015,-2.351014509,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,259,37,575,0,-2.823138472,-2.216166691,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Entry level,Unspecified,66,209,65,107,-3.972869919,-3.549243538,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,128,277,101,58,-5.60491141,-4.403047312,1,0,0,0,1,0,0,0,1,0,1,0
Contract,Mid-Senior level,Bachelor's Degree,123,109,90,5,-9.996358046,-2.391780105,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,60,173,34,0,-3.056588271,-1.84570792,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Entry level,Unspecified,0,214,230,23,-2.823138472,-2.898919407,1,0,1,0,0,0,1,1,1,1,1,0
Full-time,Associate,Bachelor's Degree,119,217,69,25,-9.996358046,-2.806386024,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,0,114,82,68,-3.056588271,-2.898919407,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Not Applicable,High School or equivalent,163,102,33,0,-2.970474687,-3.549243538,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,0,88,52,12,-2.12660484,-3.981639589,1,0,1,0,0,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,46,205,154,40,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,185,0,0,-3.028126795,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,Certification,11,255,131,137,-9.996358046,-3.549243538,1,0,1,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,130,137,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,78,115,59,43,-3.437567297,-2.216166691,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,43,219,309,50,-3.972869919,-3.981639589,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,309,61,150,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,175,72,64,24,-3.934917469,-3.549243538,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,High School or equivalent,175,209,133,114,-3.934917469,-3.549243538,1,0,1,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,133,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Not Applicable,Unspecified,0,153,0,0,-7.317348974,-1.84570792,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Associate,Unspecified,122,300,101,49,-3.769772449,-3.943048543,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,180,82,130,299,-3.972869919,-3.981639589,0,0,1,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,150,171,37,0,-2.856609018,-2.834705855,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,91,281,86,2,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,56,252,88,59,-2.856609018,-3.981639589,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,88,217,150,0,-9.740450581,-3.943048543,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,164,134,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,108,62,48,50,-2.823138472,-4.403047312,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,160,140,193,53,-2.970474687,-3.080366137,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,0,109,87,0,-3.972869919,-4.403047312,0,0,0,0,0,0,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,0,83,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,0,43,13,5,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,1,0,0
Contract,Unspecified,Unspecified,389,136,13,34,-7.317348974,-2.898919407,0,0,0,0,1,0,1,0,1,0,1,0
Full-time,Mid-Senior level,Unspecified,309,109,150,0,-3.972869919,-3.981639589,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,90,293,210,124,-5.60491141,-3.549243538,1,0,0,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,0,219,48,1,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,240,91,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,0,75,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,34,33,35,11,-2.823138472,-4.382942415,1,0,0,0,0,0,0,0,0,0,1,0
Other,Internship,Bachelor's Degree,111,91,86,38,-6.020860869,-7.917538129,1,0,0,1,1,0,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,35,53,39,2,-3.934917469,-2.216166691,1,1,0,0,1,0,0,0,0,0,0,0
Full-time,Not Applicable,High School or equivalent,136,106,12,2,-2.823138472,-4.382942415,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,88,349,153,0,-2.169675367,-4.382942415,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,59,34,18,21,-3.972869919,-3.981639589,0,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Part-time,Unspecified,Unspecified,39,264,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,113,438,112,20,-3.056588271,-3.780290306,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,0,396,195,0,-3.972869919,-3.981639589,0,0,0,0,0,0,0,0,0,0,1,0
Full-time,Unspecified,High School or equivalent,315,182,130,18,-3.934917469,-7.789313116,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,444,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Contract,Mid-Senior level,Bachelor's Degree,0,17,3,0,-2.169675367,-3.981639589,1,0,1,0,1,0,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Certification,131,80,52,161,-0.495323056,-2.216166691,1,0,1,0,1,1,1,0,0,1,1,1
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,131,173,92,55,-0.495323056,-2.851360103,1,0,0,0,1,1,0,0,0,1,0,1
Unspecified,Unspecified,Unspecified,143,9,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,1,0,0,1,1,0
Unspecified,Unspecified,Unspecified,80,640,164,45,-2.823138472,-2.898919407,1,0,0,0,1,0,1,1,1,1,1,1
Contract,Unspecified,Bachelor's Degree,9,32,19,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,88,129,86,221,-3.056588271,-2.898919407,0,0,1,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,90,272,110,127,-3.972869919,-3.981639589,1,0,0,0,1,0,1,1,1,0,1,0
Full-time,Entry level,Bachelor's Degree,0,425,76,32,-5.60491141,-4.403047312,1,0,0,0,0,1,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,70,147,30,58,-5.60491141,-3.549243538,1,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,32,20,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Associate,Unspecified,0,98,19,7,-3.134094473,-1.974210465,0,0,1,0,0,1,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,32,20,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,81,199,88,51,-0.495323056,-1.84570792,1,0,0,0,1,1,1,1,1,1,0,1
Full-time,Entry level,High School or equivalent,88,387,104,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Associate,Unspecified,145,184,0,0,-9.996358046,-2.351014509,1,0,0,0,1,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,32,30,3,-9.740450581,-2.898919407,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Not Applicable,Unspecified,0,172,0,0,-6.996930879,-2.216166691,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,116,91,280,43,-3.972869919,-2.391780105,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,926,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,1,1,0
Full-time,Unspecified,High School or equivalent,127,128,92,65,-3.134094473,-3.549243538,1,0,1,0,1,0,0,0,0,1,1,0
Full-time,Not Applicable,Unspecified,86,261,0,37,-9.996358046,-2.391780105,0,0,0,0,1,0,0,0,1,0,1,0
Contract,Unspecified,Unspecified,17,75,51,0,-2.823138472,-2.898919407,1,0,0,1,1,0,0,0,0,1,1,0
Full-time,Mid-Senior level,Unspecified,125,178,39,175,-5.60491141,-4.708274573,0,0,0,0,1,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,32,19,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Contract,Unspecified,Bachelor's Degree,9,32,19,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,92,461,130,0,-2.823138472,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,237,325,0,0,-2.633916062,-2.853301252,1,0,1,0,1,0,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,119,177,81,124,-2.856609018,-2.834705855,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,26,173,34,8,-3.769772449,-4.403047312,0,0,1,1,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,119,138,0,133,-2.856609018,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Associate,High School or equivalent,62,173,84,10,-3.056588271,-2.853301252,1,0,1,0,1,1,0,0,0,1,1,1
Contract,Executive,Bachelor's Degree,113,334,230,35,-0.977660261,-4.403047312,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,62,111,64,10,-3.769772449,-2.853301252,1,0,1,0,1,1,0,0,0,0,0,1
Full-time,Entry level,Bachelor's Degree,107,83,19,0,-2.894588944,-1.458699604,0,0,1,0,1,1,1,1,1,0,0,0
Full-time,Associate,Bachelor's Degree,163,223,141,17,-9.996358046,-3.080366137,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,87,52,6,-5.60491141,-3.981639589,1,0,0,0,0,1,0,0,0,0,1,0
Full-time,Director,Unspecified,116,107,200,0,-9.996358046,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Unspecified,0,50,101,27,-2.856609018,-4.403047312,0,0,0,0,0,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,120,36,144,0,-0.495323056,-2.391780105,1,0,0,0,1,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,0,37,11,8,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,136,150,100,70,-2.816247479,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,43,0,0,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,123,172,58,0,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,1,0
Full-time,Unspecified,Bachelor's Degree,91,183,134,19,-5.60491141,-4.708274573,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Associate,Unspecified,109,273,97,116,-6.958428728,-3.549243538,0,0,0,0,1,1,0,0,0,0,1,0
Part-time,Entry level,High School or equivalent,51,90,171,48,-2.169675367,-5.775604967,1,0,0,0,1,1,0,0,1,1,1,0
Contract,Executive,Unspecified,57,313,90,0,-1.674331188,-2.898919407,0,0,1,0,1,0,0,0,0,0,1,1
Unspecified,Unspecified,Unspecified,33,215,50,7,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,0,1,0,0
Full-time,Unspecified,Unspecified,150,76,122,0,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Contract,Unspecified,Unspecified,0,69,63,0,-2.823138472,-3.981639589,1,0,0,0,0,0,0,0,0,0,0,0
Contract,Unspecified,Unspecified,0,86,143,0,-2.823138472,-3.981639589,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Entry level,Bachelor's Degree,91,165,86,11,-5.60491141,-3.981639589,0,0,0,0,1,1,0,0,0,0,1,0
Temporary,Internship,Bachelor's Degree,0,11,6,9,-3.028126795,-2.806386024,1,0,0,0,0,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,0,53,0,2,-2.823138472,-2.898919407,0,0,0,0,0,1,1,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,102,196,133,0,-9.996358046,-7.772064107,0,0,1,0,1,1,0,0,0,0,0,0
Part-time,Entry level,Unspecified,91,150,55,11,-5.60491141,-2.898919407,0,0,0,0,1,1,0,0,0,1,0,0
Full-time,Not Applicable,Unspecified,52,59,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Director,Bachelor's Degree,87,281,0,6,-4.567343235,-2.834705855,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Unspecified,210,301,0,0,-2.856609018,-4.835137309,1,0,0,0,1,0,0,0,1,0,0,0
Other,Unspecified,Unspecified,0,204,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,1,0,0,1,0
Full-time,Unspecified,Unspecified,0,127,0,0,-3.972869919,-2.898919407,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,88,226,120,0,-5.60491141,-2.351014509,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Associate,Unspecified,201,124,89,60,-6.787626341,-3.549243538,1,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,0,130,61,0,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,59,103,53,30,-5.60491141,-2.853301252,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,110,259,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Mid-Senior level,Unspecified,36,86,47,0,-4.627257123,-2.851360103,1,0,1,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,95,170,63,32,-9.996358046,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,29,90,0,10,-2.169675367,-5.775604967,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,0,639,0,0,-4.095068015,-2.853301252,1,0,0,0,0,0,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,0,150,15,94,-5.60491141,-3.981639589,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Not Applicable,Unspecified,116,260,112,40,-5.60491141,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,119,102,31,15,-6.958428728,-3.549243538,0,0,1,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,100,99,157,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,168,92,52,29,-2.823138472,-2.391780105,0,0,1,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,36,113,62,2,-2.498791322,-2.851360103,1,0,1,0,1,1,0,0,0,0,0,0
Part-time,Internship,Unspecified,0,314,40,8,-2.856609018,-4.403047312,1,0,0,1,1,1,0,0,1,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,326,16,0,-3.972869919,-3.981639589,0,0,0,1,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,0,371,283,0,-2.633916062,-2.853301252,1,0,0,0,0,0,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,116,342,184,99,-4.308790063,-2.898919407,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Professional,0,279,122,4,-3.291500398,-1.7465462,1,0,1,0,0,1,1,1,0,0,1,0
Full-time,Entry level,Bachelor's Degree,87,171,105,0,-4.627257123,-1.84570792,0,0,1,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,0,70,36,9,-2.856609018,-3.549243538,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,118,127,140,0,-9.996358046,-3.981639589,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,296,270,10,-3.972869919,-3.981639589,1,0,1,0,0,0,0,0,0,1,0,0
